f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,class
f01,f11,f20,f30,f41,f50,f61,f71,f80,0.4025,0.4111,1.1934,0.4305,0.6371,1.2132,0.229,0.9839,2.9207,C1
f01,f11,f20,f30,f41,f50,f61,f71,f80,0.5647,0.6315,1.0698,1.9659,1.024,0.5917,0.6188,0.167,0.3938,C1
f00,f10,f20,f30,f41,f50,f61,f71,f80,0.3424,2.5345,0.9674,1.8914,0.8942,0.2487,0.9557,0.2463,1.8515,C1
f00,f11,f21,f30,f41,f50,f61,f71,f81,1.8082,2.4552,0.8139,0.1318,0.4056,0.0885,0.6913,1.2486,1.4052,C1
f00,f11,f21,f30,f41,f50,f60,f71,f80,2.6311,0.9333,0.2542,0.8836,1.7293,0.9925,1.0655,0.8109,1.0809,C1
f00,f11,f20,f30,f41,f50,f60,f71,f81,0.7409,0.0751,1.1136,0.4886,0.275,1.2049,0.8428,1.0102,0.5699,C1
f00,f11,f21,f30,f41,f50,f61,f71,f80,2.0568,1.2549,0.6655,0.2157,0.7724,0.7435,0.0141,0.1123,0.1645,C1
f00,f10,f21,f30,f41,f50,f61,f71,f80,1.5036,1.1871,0.7171,1.3338,1.3893,0.0215,0.9652,1.2772,1.1295,C1
f00,f10,f21,f30,f41,f51,f61,f70,f80,1.3126,0.1452,1.0807,0.1544,1.0792,1.1927,0.6855,1.2387,2.3601,C1
f00,f11,f20,f30,f41,f50,f60,f71,f80,0.647,0.6285,0.8605,0.3782,0.6718,0.957,0.8416,0.685,1.078,C1
f00,f10,f20,f30,f41,f50,f61,f71,f80,1.2753,1.9199,1.0202,0.4931,0.3606,0.8688,0.4843,0.1041,1.5456,C1
f00,f11,f21,f30,f40,f51,f61,f71,f80,0.9057,0.4657,0.3348,1.5341,1.573,0.01,1.0521,0.7874,0.0051,C1
f00,f10,f20,f30,f40,f50,f61,f71,f81,0.6992,1.8838,0.4522,0.0498,1.4727,0.8462,0.1379,0.1774,2.8586,C1
f00,f10,f20,f30,f41,f50,f61,f71,f80,1.1784,0.7103,0.5281,1.4307,1.4339,0.7878,0.3157,1.3426,2.3229,C1
f00,f11,f20,f30,f41,f50,f61,f71,f80,2.6207,0.4299,0.0653,0.9017,1.5632,1.0011,1.0129,1.023,0.4218,C1
f00,f10,f20,f30,f41,f50,f61,f71,f80,1.8157,1.1554,0.8124,1.8064,1.1006,0.0982,1.0148,0.7875,1.0804,C1
f00,f10,f21,f30,f40,f50,f61,f71,f80,1.3287,1.5635,0.0101,1.2916,0.8117,0.872,0.1415,0.1821,0.5568,C1
f00,f10,f21,f30,f40,f51,f61,f71,f80,1.1714,1.5926,1.4026,1.8306,0.3667,1.0258,1.0723,0.7622,2.7338,C1
f00,f11,f20,f30,f41,f50,f61,f70,f80,1.2044,2.4755,0.7105,0.1565,0.6947,0.698,0.8046,1.2179,0.3876,C1
f00,f11,f20,f30,f41,f51,f61,f71,f81,0.9661,0.9561,1.2401,0.6619,0.097,0.704,0.7527,0.0474,1.1214,C1
f00,f11,f20,f30,f40,f50,f61,f71,f80,0.6291,1.6103,0.3723,0.2852,1.937,0.1348,0.5458,0.4363,0.0066,C1
f00,f11,f20,f30,f41,f50,f61,f71,f80,1.8058,0.8076,1.3459,0.6663,1.7169,0.7437,1.0351,0.5865,1.3805,C1
f00,f10,f20,f30,f41,f51,f61,f71,f80,0.111,1.4962,1.1225,1.9159,1.7428,1.0185,0.4608,0.8579,0.3411,C1
f00,f10,f20,f30,f40,f50,f61,f71,f81,2.2621,0.7844,0.895,0.3914,0.2052,1.2125,0.7997,0.6993,1.1521,C1
f00,f11,f21,f30,f40,f50,f61,f71,f81,1.1868,1.9478,0.3764,1.2655,1.9239,0.5093,0.5962,0.9012,1.7964,C1
f00,f10,f20,f30,f41,f50,f61,f71,f80,2.4526,1.1535,0.2496,1.3362,1.5838,0.036,0.9024,0.0805,2.5471,C1
f00,f11,f20,f30,f40,f50,f61,f71,f80,0.9116,0.9102,1.2301,1.2896,1.3628,0.6801,0.4321,0.2594,1.6292,C1
f00,f11,f20,f30,f41,f50,f61,f71,f80,1.5272,2.1364,0.2527,0.6331,1.2142,1.1274,0.8835,0.5766,0.1911,C1
f00,f11,f21,f30,f40,f51,f61,f71,f80,0.3928,1.808,1.0754,0.2343,1.8557,0.6544,0.5967,1.0361,1.3564,C1
f00,f10,f21,f30,f40,f50,f61,f71,f80,0.689,0.35,1.1279,1.2939,0.2938,0.1299,0.8359,0.1753,0.8489,C1
f00,f11,f20,f30,f41,f50,f61,f71,f80,2.6972,2.5302,0.538,0.8665,1.0557,0.4158,0.1724,1.3236,1.5284,C1
f00,f11,f21,f30,f41,f50,f61,f71,f81,1.1504,1.5807,0.5287,1.0326,1.774,1.1684,0.6447,0.6642,2.7013,C1
f00,f11,f20,f30,f40,f51,f61,f70,f80,0.156,0.1227,1.3236,0.2105,0.1099,0.9252,1.0482,0.2949,1.7614,C1
f00,f11,f20,f31,f40,f50,f61,f71,f81,0.3882,1.904,0.3134,1.4127,0.1298,0.1708,0.951,0.8172,2.1395,C1
f00,f11,f20,f30,f40,f50,f61,f71,f80,0.1743,1.8391,0.7257,2.0322,0.2355,0.8437,1.0308,0.2046,0.866,C1
f00,f11,f20,f30,f41,f50,f61,f71,f81,0.9372,2.1696,0.2214,1.5487,1.8053,0.0466,0.3048,0.8128,1.1628,C1
f00,f10,f21,f30,f41,f50,f61,f71,f80,2.5294,0.384,1.3567,1.5283,1.4243,1.1299,0.3328,1.3416,0.641,C1
f00,f11,f20,f30,f41,f50,f61,f70,f80,1.2406,2.599,1.3926,0.4937,0.5928,0.859,0.7869,0.9284,2.9362,C1
f00,f11,f20,f30,f41,f50,f61,f70,f80,0.6539,2.8246,0.0272,0.8134,0.949,0.2428,1.0574,0.2171,0.718,C1
f00,f10,f21,f30,f40,f50,f61,f71,f80,0.223,1.4912,0.2567,1.378,2.0065,0.4293,0.175,0.1878,1.8847,C1
f00,f10,f21,f30,f41,f51,f61,f71,f80,1.6261,2.5681,1.3223,1.4549,0.4846,1.2161,1.0621,0.767,1.6708,C1
f00,f11,f20,f30,f41,f50,f61,f71,f81,2.1907,1.9614,1.288,0.772,1.2912,0.6801,1.1076,1.1305,2.3581,C1
f00,f10,f21,f30,f40,f50,f61,f71,f80,1.1232,2.1551,0.297,0.2326,1.4218,0.8609,0.9066,0.4972,2.3393,C1
f00,f10,f21,f30,f41,f50,f61,f70,f80,0.5918,1.3723,1.3311,0.0613,0.583,0.7808,0.1063,0.4779,0.6068,C1
f00,f10,f20,f30,f40,f50,f61,f70,f80,0.4565,2.6467,0.8371,0.4793,1.1312,0.2593,0.1702,0.8575,2.9291,C1
f00,f11,f21,f30,f41,f50,f61,f71,f80,1.4098,0.2682,1.3032,0.8336,1.3451,0.704,0.4027,1.3379,0.9943,C1
f00,f11,f21,f30,f40,f50,f61,f71,f80,0.122,0.164,1.3611,1.7352,1.4283,0.8132,0.5877,1.1069,2.7763,C1
f00,f10,f20,f30,f41,f50,f61,f71,f80,0.572,0.7201,0.4667,1.9591,1.3282,0.9163,0.9474,0.7955,2.9019,C1
f00,f10,f21,f30,f41,f50,f61,f71,f81,2.6967,1.2725,1.3674,0.8345,0.8249,0.7272,0.7702,0.1718,2.3295,C1
f00,f10,f20,f30,f40,f50,f60,f71,f81,1.511,2.8162,0.4673,0.894,0.4512,0.1157,1.0967,0.3341,1.9028,C1
f00,f10,f20,f30,f40,f50,f61,f71,f81,1.0457,2.2085,1.2298,1.6611,1.3052,0.835,0.8828,0.4849,1.7868,C1
f00,f10,f20,f30,f41,f51,f61,f70,f80,0.4476,0.0843,1.3388,1.6634,0.9192,0.2055,0.1723,0.3241,0.4279,C1
f00,f10,f21,f30,f41,f51,f61,f71,f80,1.4577,1.8309,0.0393,0.7916,0.2657,0.8158,0.5296,1.3439,2.7858,C1
f00,f11,f21,f30,f40,f50,f61,f71,f80,1.5169,0.0365,0.0725,0.0041,1.2604,0.0316,0.6305,0.4832,1.0203,C1
f00,f11,f20,f30,f40,f51,f61,f70,f80,1.7283,1.401,0.6667,1.9309,1.6417,1.2109,0.3379,1.1585,2.3528,C1
f00,f11,f21,f30,f41,f50,f61,f71,f80,0.2193,2.577,0.1194,0.7198,1.8484,0.6479,0.5923,1.0472,2.064,C1
f00,f11,f21,f30,f41,f50,f61,f71,f80,0.6643,0.1927,0.8446,0.7043,1.7217,0.0284,0.186,0.6189,2.5254,C1
f00,f10,f21,f30,f40,f51,f61,f71,f80,2.2338,0.5353,0.3753,0.1239,1.0976,0.7925,0.5413,0.3713,2.1281,C1
f01,f11,f20,f30,f40,f50,f61,f71,f80,2.2261,1.9955,0.7295,0.143,0.2286,1.2253,0.5748,0.3677,0.7347,C1
f00,f10,f21,f30,f41,f50,f61,f71,f80,1.0096,2.0899,0.1222,0.9669,1.2513,0.5222,1.121,0.2928,0.9021,C1
f00,f10,f20,f30,f41,f50,f61,f71,f80,2.5193,0.4386,1.1573,0.9951,0.3128,0.9931,0.1349,0.1072,0.6344,C1
f00,f11,f20,f30,f41,f50,f61,f71,f80,0.2123,0.4255,0.8511,1.4178,0.8602,1.2146,0.9805,1.2156,0.0788,C1
f00,f11,f20,f30,f40,f50,f61,f71,f81,1.28,0.4306,0.8128,1.0156,1.6767,0.04,0.6865,0.1334,0.3738,C1
f00,f10,f20,f30,f41,f51,f60,f71,f80,1.8069,2.7343,0.7474,0.882,1.8516,0.2909,0.096,0.292,2.9304,C1
f00,f10,f21,f30,f41,f50,f61,f71,f80,1.9707,2.6107,0.5735,0.7588,0.9581,0.003,0.364,1.248,0.4358,C1
f00,f11,f21,f30,f41,f50,f61,f71,f81,1.0864,1.7805,0.1722,1.0146,0.0958,0.522,0.1074,0.9532,2.3957,C1
f00,f11,f21,f30,f40,f50,f61,f71,f81,2.144,0.0668,1.3599,0.8025,1.9327,0.8769,0.1881,1.3973,2.3492,C1
f00,f10,f21,f30,f41,f51,f61,f71,f81,0.6609,0.5432,1.2048,0.6354,0.5251,0.3478,0.9257,1.015,1.864,C1
f00,f11,f20,f30,f40,f50,f61,f71,f80,0.8052,1.2033,0.74,0.5012,1.1664,0.8955,0.5663,1.0408,2.8713,C1
f00,f10,f20,f30,f40,f50,f61,f71,f80,1.3224,2.6243,0.5037,1.6397,0.6623,0.2749,1.0993,0.1348,1.2855,C1
f00,f11,f20,f30,f41,f50,f61,f71,f80,2.4806,1.3411,1.0341,1.6351,0.1714,0.0523,0.908,1.031,0.2279,C1
f00,f11,f20,f31,f40,f50,f61,f71,f80,2.404,0.5781,1.3882,1.2489,1.3783,0.5947,0.3467,1.2946,1.4299,C1
f01,f10,f21,f30,f40,f50,f61,f71,f80,0.8827,0.9966,1.2508,1.8809,0.5464,0.4557,0.9951,0.8238,0.3423,C1
f00,f11,f20,f30,f41,f50,f61,f71,f81,1.2776,1.1372,0.5331,1.5205,1.1192,0.1573,0.2818,0.0859,2.4664,C1
f00,f11,f21,f30,f41,f50,f61,f71,f80,1.744,0.0571,0.262,1.7717,1.2126,0.3559,0.0158,0.1111,1.4058,C1
f00,f10,f21,f30,f41,f51,f61,f70,f80,1.8077,1.4037,1.2727,1.6089,0.087,1.1886,0.2738,0.1014,1.6362,C1
f00,f10,f21,f30,f41,f50,f61,f71,f80,1.9574,2.762,0.9285,0.4423,0.5888,0.1802,0.6286,1.0633,2.5572,C1
f00,f11,f20,f30,f41,f50,f61,f71,f80,0.8114,1.0375,0.5824,0.5996,1.7234,0.7829,0.4629,1.2734,1.5693,C1
f00,f11,f20,f30,f41,f50,f61,f71,f81,1.4169,1.3781,0.7906,0.6789,0.6254,1.0336,0.0406,1.0621,1.3868,C1
f00,f10,f21,f30,f40,f50,f61,f70,f81,2.2929,1.5488,0.5528,0.6946,0.8938,0.4613,0.8387,1.0362,0.8265,C1
f00,f10,f20,f30,f40,f51,f61,f70,f80,1.4106,2.2558,1.1028,1.4505,0.2093,0.8535,0.537,0.9624,2.3578,C1
f00,f10,f21,f30,f40,f50,f61,f70,f80,0.9775,1.9965,0.1571,1.4172,0.6582,0.5854,0.4548,1.0665,1.672,C1
f00,f11,f21,f30,f41,f50,f61,f71,f80,0.7048,0.5857,1.3006,1.0487,1.8227,0.1705,0.1001,0.6086,2.2699,C1
f00,f10,f20,f30,f41,f50,f61,f71,f80,2.2424,0.7906,1.236,1.7504,0.0452,0.6245,1.1155,1.3525,2.2221,C1
f00,f10,f21,f30,f41,f50,f60,f71,f80,1.2623,0.8833,1.2506,0.6221,1.217,0.0529,0.3923,0.0475,2.7491,C1
f00,f10,f20,f30,f41,f50,f61,f71,f80,0.5868,0.3541,0.5119,1.8244,0.2287,1.226,0.3597,1.1461,0.2717,C1
f00,f11,f20,f30,f41,f50,f61,f71,f80,1.7743,2.3406,0.7125,1.292,1.988,0.2378,0.2271,0.0333,0.6948,C1
f00,f10,f21,f30,f41,f50,f61,f71,f81,2.5109,1.7052,0.338,1.4449,0.9637,0.0522,0.471,1.3391,0.1689,C1
f00,f10,f21,f30,f41,f50,f61,f71,f80,0.2769,1.3705,0.2622,0.8712,1.3121,1.0109,0.9813,0.7967,0.0205,C1
f00,f11,f20,f30,f41,f51,f61,f71,f80,1.0355,1.6315,0.8967,1.8891,0.7432,0.9138,0.7297,0.0164,0.5308,C1
f00,f11,f20,f30,f41,f50,f61,f71,f81,0.3827,2.5489,0.8422,0.9533,1.6083,0.3755,1.1271,1.2736,0.09,C1
f00,f11,f21,f30,f40,f50,f61,f71,f80,0.3397,1.7052,0.0945,1.3775,1.8171,0.1127,0.4917,0.3527,1.002,C1
f00,f11,f20,f30,f40,f50,f61,f71,f81,1.1074,0.9098,0.9203,1.5135,1.8204,0.6641,0.174,0.4888,2.8427,C1
f00,f10,f21,f30,f40,f50,f61,f71,f81,1.5547,1.9699,0.7118,0.9026,0.9901,0.0122,0.299,0.6625,2.0856,C1
f00,f10,f21,f30,f41,f50,f61,f71,f80,1.1348,1.4386,0.5177,1.9419,1.9207,0.5858,0.8815,0.7008,0.4358,C1
f00,f10,f21,f30,f41,f50,f61,f71,f80,0.5912,2.0448,1.0708,1.1606,0.5075,0.4442,0.4337,1.1629,1.9462,C1
f00,f11,f21,f30,f40,f51,f61,f71,f80,0.9151,2.1229,1.2983,0.1843,0.2469,0.6216,1.0004,0.1317,2.5238,C1
f00,f11,f21,f30,f40,f50,f61,f71,f80,0.9409,0.9109,0.3705,1.5589,0.8573,0.3029,0.1384,0.8529,2.5036,C1
f00,f10,f21,f30,f41,f50,f61,f71,f80,2.211,0.7003,0.7152,0.4848,1.2799,0.4121,0.514,1.3598,0.923,C1
f00,f10,f21,f30,f41,f51,f61,f70,f80,2.4684,1.3082,0.2366,1.5274,1.8977,1.0938,0.0042,0.7516,0.5367,C1
f00,f11,f20,f30,f40,f50,f61,f71,f81,2.1577,0.8903,1.397,1.1396,1.1674,0.6011,0.5716,0.4952,2.7502,C1
f00,f11,f20,f30,f41,f50,f61,f71,f81,0.2377,0.114,0.6356,1.8787,0.8426,0.1187,0.6413,0.5247,2.4396,C1
f01,f10,f21,f30,f41,f50,f61,f71,f80,2.663,1.0642,0.0276,0.8954,1.1101,0.2848,0.818,1.1505,0.4089,C1
f00,f10,f21,f30,f41,f50,f61,f71,f80,1.374,1.7726,0.8827,0.8251,1.8469,0.0194,0.3117,0.8025,0.0896,C1
f00,f11,f20,f30,f41,f50,f61,f71,f80,0.463,2.3349,0.5531,1.183,0.1951,1.1637,0.4429,0.2356,1.5596,C1
f01,f10,f20,f30,f40,f50,f61,f71,f80,1.912,1.448,0.6655,0.6258,0.6076,1.1334,0.899,0.8845,0.2247,C1
f00,f11,f20,f31,f41,f51,f61,f70,f80,2.4991,1.0848,0.4832,0.9429,0.9779,0.5012,0.7036,0.7002,2.1197,C1
f00,f11,f21,f30,f40,f50,f61,f70,f81,1.9983,1.4039,0.0576,0.3485,0.741,1.1568,1.1105,0.4005,1.3924,C1
f00,f10,f21,f30,f41,f50,f61,f71,f80,0.1199,0.4925,1.2465,0.2362,0.8882,0.8822,0.1745,1.2936,2.7515,C1
f01,f10,f20,f30,f41,f50,f61,f71,f80,1.5618,1.428,0.3033,1.2675,1.4984,0.2603,0.6891,0.5832,0.544,C1
f00,f10,f21,f30,f41,f50,f61,f70,f80,0.0075,0.3618,0.1592,1.9311,1.7087,0.6728,0.9063,1.1314,2.5353,C1
f00,f10,f20,f30,f40,f50,f61,f71,f81,2.4762,2.4639,0.817,0.0382,1.0049,0.3131,0.3074,0.1015,0.8778,C1
f00,f10,f20,f30,f41,f50,f61,f71,f80,1.7731,1.8816,1.0452,0.4046,0.4012,1.1682,0.3971,0.1797,1.4661,C1
f00,f10,f20,f30,f41,f50,f61,f71,f81,1.9889,2.7799,1.3623,0.1857,1.9554,0.7641,0.657,1.3636,2.4775,C1
f00,f10,f20,f30,f40,f50,f61,f71,f80,1.6931,1.0029,0.1101,1.5809,0.9354,0.3025,1.0921,0.1,0.1975,C1
f00,f11,f20,f30,f41,f50,f61,f71,f80,0.9693,0.234,0.1589,1.8391,0.943,0.1386,0.8814,0.407,1.9821,C1
f00,f11,f20,f30,f40,f50,f61,f71,f81,2.2868,1.0873,0.4812,1.3054,0.5121,0.3473,0.8978,0.4156,0.7013,C1
f00,f11,f21,f30,f41,f50,f61,f71,f81,2.3779,0.358,1.1569,1.5973,0.4558,0.0309,1.0407,0.8811,2.9335,C1
f00,f11,f20,f30,f40,f50,f61,f70,f81,1.0962,1.5279,1.1608,0.2451,1.4778,0.9762,0.8983,0.3412,1.7578,C1
f00,f11,f20,f30,f41,f50,f61,f71,f80,2.1907,0.6305,0.5174,1.7164,1.7699,1.2055,1.0343,0.8226,2.0465,C1
f00,f10,f21,f30,f41,f50,f61,f70,f80,2.3739,0.156,0.9069,0.8299,1.7154,0.0588,0.2586,0.5438,0.6281,C1
f01,f11,f20,f30,f41,f50,f61,f70,f80,2.6256,0.0188,0.6693,0.1466,0.0286,0.3196,0.9901,0.2378,2.4866,C1
f00,f11,f21,f30,f40,f50,f61,f71,f80,2.0543,0.803,0.6211,0.6622,1.8976,1.0517,0.9825,1.0022,1.7456,C1
f00,f11,f21,f30,f41,f50,f61,f71,f80,1.1812,0.835,0.2315,1.9503,0.9297,0.8849,0.4505,1.2592,2.312,C1
f00,f11,f20,f30,f41,f50,f61,f71,f80,1.5545,1.7395,1.0875,1.5948,0.063,0.1281,0.6913,0.6543,0.8684,C1
f00,f10,f20,f30,f41,f50,f61,f71,f80,2.4576,2.751,0.4673,1.3062,0.0595,0.2987,0.128,0.5555,1.024,C1
f00,f11,f20,f30,f41,f50,f61,f71,f80,1.6405,0.1009,0.9906,0.9037,1.6047,0.0946,0.2135,0.5318,1.542,C1
f00,f11,f21,f30,f41,f50,f61,f71,f80,1.2627,0.2487,0.6217,0.9048,1.3501,0.161,0.3728,0.8034,2.6321,C1
f00,f11,f20,f30,f40,f50,f61,f71,f81,1.3693,0.6903,0.3973,0.6919,0.4342,1.1621,0.1645,1.3407,2.8881,C1
f00,f10,f20,f30,f41,f50,f61,f71,f80,1.0548,1.0423,0.8425,0.1647,0.9661,0.6064,0.56,0.6291,2.568,C1
f00,f10,f21,f30,f41,f50,f61,f70,f80,1.6503,0.1557,1.2079,1.0393,1.0128,0.493,0.0284,0.7539,1.9444,C1
f00,f11,f21,f30,f41,f50,f61,f71,f80,0.5105,1.0997,0.0746,0.7487,1.0579,0.3545,0.3717,0.5837,2.5898,C1
f00,f10,f20,f30,f41,f51,f61,f71,f80,2.497,2.833,0.4651,1.4781,0.9689,0.6207,0.6965,1.0107,2.0584,C1
f00,f11,f20,f30,f41,f50,f61,f71,f80,0.5244,1.1081,0.4774,1.5661,1.5994,0.5502,0.4302,1.3188,1.7484,C1
f00,f11,f21,f30,f40,f50,f61,f71,f81,2.002,0.5017,0.2371,1.6804,0.6723,0.0931,1.1348,1.2103,2.8374,C1
f00,f10,f21,f30,f41,f50,f61,f71,f81,1.9035,1.8773,1.3086,1.844,1.6998,1.0698,0.9892,0.03,1.4491,C1
f00,f10,f21,f30,f40,f50,f61,f71,f80,1.2632,2.7759,0.0405,2.0034,1.2586,0.6798,0.1788,0.2029,2.5868,C1
f00,f11,f21,f30,f40,f50,f60,f71,f80,0.0334,1.8214,1.1864,0.1722,0.5743,1.0386,0.7856,1.2255,1.7961,C1
f00,f11,f20,f30,f41,f50,f61,f70,f80,0.3561,0.7367,0.9226,1.3003,1.9677,0.3352,1.0683,0.8221,2.8427,C1
f00,f10,f21,f30,f41,f51,f61,f71,f80,2.6169,0.5286,1.1859,1.2602,0.3799,0.9053,0.6491,1.1734,1.6936,C1
f00,f10,f21,f30,f41,f50,f61,f70,f81,2.3576,0.2832,0.0618,1.3979,1.0666,0.6903,0.0594,0.6405,0.644,C1
f00,f11,f20,f30,f41,f50,f61,f71,f80,1.5045,0.6091,1.1978,0.5321,0.2995,1.1625,0.994,0.0497,2.8819,C1
f00,f10,f21,f30,f40,f50,f61,f71,f80,1.4582,0.2567,0.4415,1.9837,0.3614,0.1456,0.5358,1.3506,1.8342,C1
f00,f11,f21,f30,f41,f50,f61,f71,f80,2.6049,2.1374,0.0422,1.33,0.941,0.2795,0.9994,0.1648,2.9778,C1
f00,f11,f20,f30,f40,f50,f61,f70,f81,0.5942,2.3849,0.099,0.5941,1.9762,0.6852,1.0806,1.0973,0.9019,C1
f01,f10,f20,f30,f41,f50,f61,f71,f80,0.1464,0.6162,0.1612,1.8773,1.2871,0.0187,0.6772,0.4646,2.1777,C1
f00,f10,f21,f30,f40,f50,f61,f71,f80,2.2764,2.2802,0.2644,1.9527,1.9666,0.4498,0.4986,1.2768,2.2644,C1
f00,f10,f21,f30,f41,f50,f61,f71,f80,0.0372,1.2285,0.449,1.7308,0.4161,0.195,0.5917,0.0123,1.6855,C1
f00,f10,f21,f30,f40,f50,f61,f71,f80,0.0064,2.7808,0.41,0.8523,1.7865,1.0211,0.959,0.355,2.8088,C1
f00,f11,f20,f30,f41,f50,f61,f71,f80,2.0569,2.3031,1.3129,0.9597,1.0477,0.8307,0.0317,0.9598,0.1876,C1
f00,f11,f20,f30,f40,f50,f61,f70,f80,1.6693,2.3734,1.2852,1.685,1.9772,1.0942,0.1672,1.2691,0.3166,C1
f00,f10,f21,f30,f41,f51,f61,f71,f80,0.4905,1.7052,0.4582,0.4069,0.9002,0.9376,0.5077,0.3195,0.4258,C1
f00,f11,f21,f30,f41,f50,f61,f71,f80,2.1051,2.1313,1.0643,0.231,0.3759,1.003,0.8762,0.2906,2.1001,C1
f01,f11,f21,f30,f41,f50,f61,f71,f80,0.4031,1.9736,0.6084,1.3267,0.7868,0.2167,1.124,0.4519,2.6605,C1
f00,f10,f21,f30,f40,f50,f61,f70,f80,1.9364,1.5599,0.5395,0.8793,0.3015,0.5077,0.3854,0.633,0.2447,C1
f00,f11,f21,f30,f41,f51,f61,f71,f80,1.8204,0.6815,0.438,0.432,1.3373,0.1413,0.5799,0.835,0.8016,C1
f00,f10,f21,f30,f40,f50,f61,f71,f81,0.1464,0.9415,0.16,1.2799,1.5554,0.7018,0.7273,0.5356,1.1545,C1
f00,f10,f20,f30,f40,f50,f61,f71,f80,2.2995,2.2066,0.5331,0.647,1.8574,0.2075,0.8798,0.194,2.2003,C1
f00,f11,f21,f30,f41,f50,f61,f71,f80,2.0028,2.3342,0.6744,1.3756,0.7008,0.2734,0.5293,0.1667,0.6475,C1
f00,f11,f20,f30,f41,f50,f61,f71,f81,2.1643,2.6595,0.052,0.0669,1.8874,0.2791,0.1295,1.1324,2.1105,C1
f00,f11,f20,f30,f41,f50,f61,f71,f81,1.7132,2.3599,0.7847,1.7653,1.9378,0.6442,1.0013,0.402,0.2685,C1
f00,f10,f21,f30,f41,f51,f61,f71,f80,0.7055,1.2479,0.0114,0.7195,0.2625,0.5636,1.0576,0.4554,2.5168,C1
f00,f11,f21,f30,f41,f51,f61,f71,f80,0.2037,0.7624,0.95,0.8332,0.5651,1.1146,0.2601,0.4103,2.7518,C1
f00,f10,f20,f30,f41,f50,f61,f71,f80,1.8945,0.2125,0.0282,1.4491,0.2592,0.6351,1.0575,1.0449,0.4382,C1
f00,f10,f21,f30,f41,f51,f61,f71,f80,2.5461,1.9968,1.1304,0.2413,1.2331,0.9495,1.0343,1.1726,2.0999,C1
f00,f11,f21,f30,f40,f50,f61,f71,f80,1.4803,1.0063,0.8483,1.0726,1.4198,0.9353,0.4099,1.0424,2.6329,C1
f00,f11,f20,f30,f41,f50,f61,f70,f81,0.6036,2.5234,1.2396,0.9671,1.4028,0.9857,0.3419,0.5138,0.5446,C1
f00,f11,f21,f31,f41,f50,f61,f71,f80,2.3989,0.3071,1.0232,0.2505,0.5634,0.5242,0.8375,0.4422,0.242,C1
f00,f10,f21,f30,f41,f50,f61,f71,f80,2.6453,0.0855,0.2749,0.8329,1.7605,1.0918,1.1289,0.1082,1.6647,C1
f00,f10,f20,f30,f40,f50,f61,f71,f81,1.8829,2.4826,0.6775,1.283,0.6262,0.3987,0.8448,0.4661,1.0412,C1
f00,f10,f21,f30,f41,f50,f61,f71,f80,1.0853,2.2064,1.0017,1.9197,1.8105,0.1379,0.3185,0.3564,0.9,C1
f01,f10,f20,f30,f40,f50,f61,f71,f81,0.8299,1.6577,0.5954,1.7173,1.2576,0.7642,0.4978,1.3029,2.9026,C1
f00,f10,f21,f30,f41,f50,f61,f71,f81,0.7701,2.0013,0.2254,0.6499,1.8148,0.3715,0.5734,0.4842,1.9952,C1
f00,f11,f21,f30,f41,f50,f61,f71,f80,2.2912,2.1025,1.1586,0.5507,1.9825,0.5726,0.3522,0.2395,1.3886,C1
f00,f10,f21,f30,f41,f51,f61,f71,f81,0.4348,1.9236,0.7147,1.0211,1.7761,0.1178,1.0865,0.6868,1.4218,C1
f00,f10,f20,f30,f41,f50,f61,f71,f80,0.1465,1.4007,0.7741,0.8914,1.9687,0.6952,0.3472,0.1082,0.8348,C1
f00,f10,f20,f30,f41,f50,f61,f71,f80,1.5422,0.5553,0.3169,0.3868,0.464,0.9328,0.4771,0.1869,2.5546,C1
f00,f10,f21,f30,f41,f50,f61,f71,f81,0.4228,1.9342,0.0266,0.683,0.8667,0.0081,0.3512,0.9855,2.68,C1
f00,f10,f21,f30,f41,f50,f61,f70,f81,1.9601,2.2254,1.2301,0.268,0.8436,0.3079,0.8822,0.7815,1.9742,C1
f00,f11,f20,f30,f41,f50,f61,f71,f80,0.1331,0.4241,0.7527,0.3165,0.6145,0.6795,0.2679,0.8449,2.3986,C1
f00,f10,f21,f30,f41,f50,f61,f71,f80,1.6548,0.8878,0.9896,1.5404,1.5167,0.5956,0.6247,1.1249,1.3513,C1
f00,f11,f21,f30,f41,f50,f61,f70,f80,0.5606,2.8121,0.9385,1.4572,0.1272,0.2752,1.128,0.7154,1.1769,C1
f00,f10,f21,f30,f40,f50,f61,f71,f80,2.5324,1.8313,0.5175,2.0335,1.8221,0.1908,0.1717,0.7694,2.0728,C1
f00,f10,f20,f30,f40,f50,f61,f71,f81,1.1761,1.1898,0.6485,1.9299,0.5333,0.0658,0.5064,1.2485,0.3866,C1
f00,f10,f21,f30,f41,f51,f61,f71,f81,1.5091,2.3659,0.3559,1.0256,0.733,1.108,0.4195,0.3314,1.5107,C1
f00,f10,f20,f30,f41,f50,f61,f71,f80,1.3647,1.1432,0.2236,1.7944,1.3812,0.1367,0.3563,0.853,2.432,C1
f00,f10,f20,f30,f41,f50,f60,f71,f81,2.348,1.5631,0.7393,0.6384,0.1321,0.968,0.0088,0.8733,1.7749,C1
f00,f11,f20,f30,f40,f50,f61,f71,f80,0.4141,0.5449,1.0223,1.8222,1.4449,0.2731,1.0735,0.3524,2.0056,C1
