f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,class
f01,f10,f21,f30,f40,f51,f60,f71,f81,f91,f100,f111,f121,f131,f141,f151,f161,f170,f181,f191,C0
f01,f11,f21,f30,f40,f50,f60,f71,f81,f90,f100,f111,f121,f130,f141,f151,f161,f171,f181,f191,C0
f00,f10,f20,f31,f40,f50,f60,f71,f81,f90,f100,f111,f120,f131,f141,f150,f161,f170,f181,f191,C0
f00,f10,f21,f31,f40,f51,f60,f71,f81,f91,f100,f111,f120,f131,f141,f150,f161,f170,f180,f191,C0
f00,f11,f21,f30,f40,f50,f60,f71,f81,f91,f101,f111,f120,f131,f141,f151,f161,f170,f181,f191,C0
f00,f11,f20,f31,f40,f51,f60,f71,f81,f90,f101,f111,f121,f131,f140,f151,f161,f170,f181,f191,C0
f00,f10,f21,f31,f40,f50,f60,f71,f81,f90,f101,f111,f121,f130,f141,f151,f161,f171,f181,f191,C0
f01,f10,f21,f30,f41,f50,f61,f71,f80,f90,f101,f111,f121,f130,f141,f150,f161,f171,f181,f191,C0
f00,f10,f21,f30,f40,f50,f60,f71,f81,f90,f101,f111,f121,f131,f141,f150,f161,f171,f181,f191,C0
f00,f10,f20,f30,f40,f50,f60,f71,f81,f90,f100,f111,f121,f131,f141,f151,f161,f170,f181,f191,C0
f01,f10,f20,f31,f40,f51,f60,f71,f81,f91,f100,f111,f121,f131,f141,f150,f161,f170,f181,f191,C0
f00,f10,f21,f31,f40,f50,f60,f70,f81,f91,f100,f111,f121,f131,f141,f150,f161,f170,f181,f191,C0
f01,f11,f20,f31,f40,f50,f60,f71,f81,f91,f100,f111,f120,f130,f141,f150,f161,f170,f181,f191,C0
f00,f11,f21,f31,f40,f50,f60,f71,f80,f90,f100,f110,f121,f131,f140,f150,f161,f170,f181,f191,C0
f01,f10,f21,f31,f40,f51,f60,f71,f81,f90,f100,f111,f121,f131,f141,f150,f161,f170,f180,f191,C0
f00,f11,f20,f30,f40,f50,f60,f71,f81,f90,f100,f111,f121,f131,f141,f151,f161,f170,f181,f191,C0
f01,f10,f21,f31,f41,f51,f60,f71,f80,f91,f100,f111,f121,f131,f141,f150,f160,f170,f181,f191,C0
f01,f11,f21,f31,f40,f50,f60,f71,f81,f90,f101,f111,f121,f130,f141,f151,f161,f170,f181,f191,C0
f01,f11,f21,f31,f41,f50,f60,f70,f81,f90,f101,f111,f121,f131,f141,f151,f161,f170,f181,f191,C0
f01,f10,f21,f31,f40,f50,f60,f71,f81,f90,f100,f111,f120,f131,f141,f151,f161,f170,f181,f191,C0
f00,f10,f20,f31,f40,f50,f61,f71,f81,f91,f101,f111,f121,f131,f141,f151,f161,f171,f181,f191,C0
f01,f10,f21,f31,f40,f50,f60,f71,f80,f90,f100,f110,f121,f131,f141,f150,f161,f170,f181,f191,C0
f00,f11,f21,f30,f40,f51,f60,f71,f81,f91,f100,f111,f120,f130,f141,f150,f161,f170,f180,f191,C0
f01,f10,f21,f31,f40,f50,f60,f71,f81,f90,f101,f111,f121,f130,f141,f150,f161,f170,f181,f191,C0
f00,f11,f21,f31,f40,f50,f61,f71,f81,f90,f100,f110,f121,f131,f141,f150,f161,f170,f180,f191,C0
f01,f10,f21,f31,f40,f50,f61,f71,f81,f90,f100,f111,f121,f131,f141,f151,f161,f170,f181,f191,C0
f01,f11,f21,f30,f41,f51,f60,f71,f80,f91,f100,f111,f121,f131,f141,f151,f161,f171,f181,f191,C0
f01,f10,f21,f30,f40,f51,f60,f71,f81,f91,f100,f111,f121,f130,f141,f150,f161,f171,f181,f191,C0
f00,f11,f21,f31,f40,f51,f60,f71,f81,f91,f100,f111,f121,f131,f141,f151,f161,f170,f181,f191,C0
f01,f11,f20,f31,f41,f50,f60,f71,f81,f90,f100,f111,f121,f131,f141,f150,f161,f170,f181,f191,C0
f00,f10,f21,f31,f40,f50,f60,f70,f80,f91,f100,f111,f121,f131,f141,f150,f161,f171,f180,f191,C0
f00,f10,f21,f30,f40,f50,f60,f71,f81,f91,f100,f111,f121,f130,f141,f151,f160,f170,f181,f191,C0
f00,f11,f21,f31,f41,f50,f60,f71,f81,f90,f100,f111,f121,f131,f141,f151,f161,f170,f181,f191,C0
f01,f11,f21,f30,f41,f51,f60,f71,f81,f90,f100,f111,f120,f131,f141,f151,f160,f171,f181,f191,C0
f01,f10,f20,f31,f41,f51,f60,f71,f81,f90,f100,f111,f120,f130,f141,f150,f161,f171,f181,f191,C0
f01,f11,f20,f31,f40,f50,f61,f71,f81,f90,f100,f111,f121,f131,f140,f150,f161,f170,f181,f191,C0
f00,f11,f21,f31,f40,f50,f60,f71,f81,f90,f101,f111,f120,f130,f140,f150,f160,f171,f181,f191,C0
f00,f11,f21,f30,f41,f50,f60,f71,f81,f90,f100,f111,f121,f131,f141,f150,f161,f170,f181,f191,C0
f00,f11,f21,f30,f40,f50,f60,f71,f81,f90,f100,f111,f121,f131,f141,f151,f161,f170,f181,f191,C0
f00,f10,f20,f30,f40,f51,f61,f71,f81,f91,f100,f111,f121,f130,f141,f150,f161,f170,f181,f191,C0
f00,f10,f21,f31,f40,f50,f60,f70,f81,f90,f100,f110,f121,f131,f141,f150,f161,f170,f181,f191,C0
f00,f10,f21,f30,f40,f51,f60,f71,f81,f91,f100,f111,f121,f131,f141,f151,f161,f170,f181,f191,C0
f01,f11,f21,f30,f41,f50,f60,f70,f81,f91,f101,f111,f121,f131,f141,f151,f161,f170,f181,f191,C0
f00,f10,f21,f31,f40,f50,f60,f71,f81,f90,f100,f111,f121,f131,f141,f150,f160,f170,f181,f191,C0
f01,f10,f21,f31,f40,f50,f60,f71,f81,f90,f100,f111,f121,f131,f141,f151,f161,f170,f181,f191,C0
f00,f11,f21,f31,f40,f51,f60,f71,f80,f90,f100,f111,f121,f131,f141,f151,f161,f170,f181,f191,C0
f01,f11,f21,f30,f40,f50,f60,f71,f81,f91,f100,f111,f121,f131,f141,f150,f161,f170,f181,f191,C0
f00,f11,f21,f31,f41,f50,f60,f71,f81,f90,f101,f110,f121,f130,f141,f150,f161,f170,f180,f191,C0
f01,f11,f21,f30,f41,f50,f60,f71,f81,f90,f100,f111,f121,f131,f141,f150,f161,f170,f181,f191,C0
f00,f10,f20,f31,f40,f50,f60,f71,f81,f90,f100,f111,f121,f131,f141,f151,f161,f170,f181,f191,C0
f00,f11,f21,f31,f40,f50,f60,f71,f81,f90,f101,f110,f121,f131,f140,f150,f161,f170,f181,f191,C0
f01,f10,f21,f31,f40,f50,f60,f71,f81,f90,f100,f111,f121,f131,f141,f151,f161,f170,f181,f191,C0
f00,f11,f21,f30,f40,f50,f60,f71,f81,f90,f100,f111,f120,f131,f141,f151,f161,f170,f181,f191,C0
f00,f10,f21,f30,f40,f51,f60,f71,f81,f90,f100,f111,f121,f130,f140,f150,f161,f170,f181,f191,C0
f01,f11,f21,f30,f40,f50,f60,f71,f81,f91,f100,f111,f120,f130,f140,f151,f161,f171,f181,f191,C0
f01,f10,f20,f31,f40,f51,f60,f71,f81,f91,f100,f110,f121,f131,f141,f151,f161,f171,f181,f191,C0
f00,f10,f20,f30,f40,f50,f61,f71,f81,f90,f100,f111,f121,f131,f141,f151,f161,f171,f180,f191,C0
f00,f11,f21,f30,f40,f51,f60,f71,f81,f90,f100,f111,f120,f131,f141,f150,f161,f170,f181,f191,C0
f00,f10,f21,f30,f40,f51,f60,f71,f81,f91,f100,f111,f121,f131,f141,f151,f161,f170,f180,f191,C0
f00,f10,f21,f30,f40,f50,f60,f70,f81,f90,f100,f111,f121,f131,f141,f150,f160,f171,f181,f191,C0
f00,f11,f20,f30,f40,f51,f61,f71,f81,f90,f100,f111,f121,f131,f141,f151,f161,f170,f181,f191,C0
f00,f10,f21,f30,f40,f50,f61,f71,f81,f90,f100,f111,f121,f131,f141,f150,f161,f170,f180,f191,C0
f00,f11,f21,f31,f41,f50,f60,f71,f81,f90,f100,f111,f121,f131,f141,f150,f160,f170,f181,f191,C0
f01,f11,f20,f31,f40,f50,f60,f71,f81,f90,f100,f111,f121,f131,f140,f150,f160,f171,f181,f191,C0
f00,f11,f21,f31,f40,f50,f60,f71,f81,f90,f101,f111,f121,f130,f140,f151,f161,f171,f181,f191,C0
f01,f10,f20,f31,f40,f50,f61,f71,f81,f90,f100,f111,f121,f131,f141,f151,f161,f170,f181,f191,C0
f01,f11,f20,f30,f41,f50,f60,f71,f81,f91,f100,f110,f120,f131,f141,f150,f161,f171,f181,f191,C0
f00,f10,f21,f30,f40,f51,f60,f71,f81,f91,f100,f111,f121,f131,f141,f151,f161,f171,f181,f191,C0
f00,f10,f20,f30,f40,f50,f61,f71,f81,f91,f100,f111,f121,f131,f141,f151,f161,f170,f181,f191,C0
f00,f11,f21,f31,f40,f51,f60,f71,f81,f90,f100,f111,f121,f131,f141,f151,f161,f170,f180,f191,C0
f00,f11,f21,f30,f41,f50,f60,f71,f81,f90,f101,f111,f121,f131,f141,f150,f161,f171,f181,f191,C0
f01,f11,f21,f31,f40,f51,f60,f71,f81,f90,f100,f110,f121,f131,f141,f150,f161,f170,f181,f191,C0
f01,f11,f21,f30,f41,f50,f61,f71,f81,f90,f100,f111,f121,f131,f141,f151,f161,f171,f181,f191,C0
f01,f10,f21,f31,f40,f50,f60,f71,f81,f90,f100,f111,f121,f130,f141,f151,f161,f170,f181,f191,C0
f01,f10,f21,f31,f40,f50,f60,f71,f81,f91,f101,f111,f120,f131,f141,f151,f160,f171,f181,f191,C0
f01,f11,f20,f31,f40,f51,f61,f71,f81,f90,f100,f111,f120,f130,f141,f151,f161,f171,f181,f191,C0
f00,f11,f21,f31,f40,f50,f61,f71,f81,f91,f100,f111,f120,f131,f141,f151,f161,f171,f181,f191,C0
f00,f10,f20,f31,f40,f50,f60,f71,f81,f90,f101,f110,f120,f131,f141,f150,f161,f170,f181,f191,C0
f00,f11,f21,f30,f40,f50,f61,f71,f81,f90,f100,f111,f121,f131,f141,f151,f161,f170,f181,f191,C0
f00,f11,f21,f31,f40,f51,f60,f71,f81,f91,f100,f111,f121,f130,f141,f151,f161,f170,f181,f190,C0
f00,f10,f21,f30,f40,f50,f60,f71,f80,f91,f100,f111,f121,f131,f140,f150,f161,f170,f181,f191,C0
f00,f10,f21,f31,f40,f51,f60,f71,f81,f90,f100,f111,f121,f131,f141,f150,f161,f170,f181,f191,C0
f00,f10,f21,f31,f40,f50,f60,f71,f81,f90,f101,f111,f121,f131,f141,f151,f161,f170,f181,f191,C0
f00,f11,f21,f31,f40,f50,f60,f71,f81,f90,f100,f111,f121,f131,f140,f150,f161,f170,f181,f191,C0
f00,f10,f21,f31,f41,f51,f60,f70,f81,f91,f100,f111,f121,f131,f141,f150,f161,f170,f181,f191,C0
f01,f11,f21,f31,f40,f51,f61,f71,f81,f91,f100,f111,f121,f131,f141,f151,f161,f170,f181,f191,C0
f00,f11,f21,f30,f40,f51,f60,f71,f81,f90,f100,f111,f121,f131,f141,f151,f161,f170,f180,f191,C0
f00,f10,f21,f31,f40,f50,f60,f71,f81,f90,f101,f110,f121,f130,f141,f150,f161,f170,f181,f191,C0
f00,f10,f21,f30,f40,f51,f60,f71,f81,f90,f100,f111,f121,f130,f141,f151,f161,f171,f181,f191,C0
f01,f11,f21,f31,f40,f50,f60,f71,f81,f91,f100,f110,f121,f131,f141,f151,f161,f170,f181,f191,C0
f00,f10,f21,f30,f40,f50,f60,f71,f81,f90,f100,f111,f121,f131,f141,f150,f161,f170,f181,f191,C0
f01,f10,f21,f31,f40,f51,f60,f71,f81,f90,f101,f111,f121,f131,f141,f150,f161,f170,f181,f191,C0
f00,f10,f20,f30,f40,f50,f60,f70,f81,f91,f100,f111,f121,f131,f140,f150,f161,f170,f181,f191,C0
f00,f11,f21,f31,f40,f51,f61,f71,f80,f90,f100,f111,f121,f131,f141,f150,f161,f170,f181,f191,C0
f00,f10,f21,f31,f41,f51,f60,f71,f81,f91,f101,f110,f121,f130,f141,f151,f161,f170,f181,f191,C0
f01,f11,f21,f31,f41,f50,f61,f71,f80,f90,f100,f111,f121,f131,f141,f151,f161,f170,f181,f191,C0
f00,f11,f21,f31,f40,f51,f60,f71,f81,f90,f101,f111,f121,f130,f141,f151,f161,f170,f181,f191,C0
f01,f11,f21,f31,f40,f51,f60,f71,f81,f90,f101,f111,f121,f131,f141,f151,f161,f170,f181,f191,C0
f00,f11,f21,f30,f40,f50,f60,f71,f81,f91,f100,f111,f121,f130,f141,f150,f161,f170,f180,f191,C0
f00,f11,f21,f31,f41,f51,f60,f71,f81,f90,f100,f111,f121,f130,f141,f150,f161,f170,f181,f191,C0
f00,f11,f21,f31,f40,f51,f60,f71,f81,f91,f101,f111,f121,f131,f141,f151,f161,f170,f181,f191,C0
f00,f11,f20,f31,f40,f50,f60,f71,f81,f90,f101,f111,f121,f131,f141,f151,f160,f171,f181,f191,C0
f01,f11,f20,f31,f40,f50,f60,f71,f81,f90,f100,f111,f121,f131,f141,f151,f161,f170,f181,f191,C0
f00,f10,f20,f30,f40,f51,f60,f71,f81,f90,f100,f111,f121,f131,f141,f150,f161,f170,f180,f191,C0
f01,f10,f21,f30,f40,f51,f60,f70,f81,f91,f101,f111,f121,f131,f141,f150,f161,f171,f181,f191,C0
f00,f10,f21,f30,f40,f50,f60,f71,f81,f90,f101,f110,f121,f130,f141,f150,f161,f170,f181,f191,C0
f00,f10,f21,f31,f40,f50,f61,f71,f81,f91,f100,f111,f121,f130,f141,f150,f161,f170,f181,f191,C0
f00,f10,f21,f31,f40,f51,f60,f71,f81,f90,f100,f111,f121,f131,f141,f151,f161,f170,f180,f191,C0
f01,f11,f21,f31,f40,f51,f61,f71,f81,f90,f100,f111,f121,f131,f140,f150,f161,f170,f181,f191,C0
f00,f11,f21,f31,f40,f50,f60,f71,f81,f90,f100,f111,f121,f131,f141,f150,f160,f170,f181,f191,C0
f00,f10,f21,f31,f40,f50,f60,f71,f81,f91,f101,f111,f121,f131,f141,f150,f161,f170,f181,f191,C0
f01,f11,f21,f31,f40,f51,f60,f71,f81,f91,f100,f111,f121,f131,f141,f151,f161,f170,f181,f191,C0
f01,f11,f21,f31,f40,f51,f60,f71,f81,f91,f101,f110,f121,f131,f141,f150,f161,f170,f181,f191,C0
f00,f10,f21,f30,f40,f51,f60,f71,f81,f91,f100,f111,f121,f131,f141,f150,f161,f170,f181,f191,C0
f00,f11,f20,f30,f41,f50,f60,f71,f81,f91,f100,f110,f120,f131,f140,f151,f161,f171,f181,f191,C0
f00,f10,f20,f30,f41,f50,f60,f71,f81,f90,f100,f111,f120,f131,f141,f151,f161,f170,f181,f191,C0
f01,f11,f21,f31,f41,f51,f60,f71,f80,f90,f100,f111,f121,f131,f141,f151,f161,f170,f181,f191,C0
f01,f11,f21,f31,f40,f51,f60,f71,f81,f90,f100,f110,f121,f130,f141,f151,f161,f171,f181,f191,C0
f00,f10,f21,f31,f40,f51,f60,f71,f80,f91,f100,f111,f121,f131,f141,f150,f161,f170,f181,f191,C0
f01,f11,f20,f31,f40,f50,f60,f71,f81,f91,f100,f111,f121,f131,f141,f151,f161,f171,f181,f191,C0
f00,f11,f21,f31,f41,f50,f60,f71,f81,f91,f100,f111,f121,f131,f141,f150,f161,f171,f181,f191,C0
f00,f11,f21,f31,f40,f50,f60,f71,f81,f90,f100,f111,f121,f131,f141,f151,f161,f171,f181,f191,C0
f00,f11,f21,f31,f40,f51,f61,f71,f81,f90,f100,f111,f120,f130,f141,f150,f161,f170,f181,f191,C0
f00,f10,f21,f31,f40,f50,f60,f71,f81,f91,f100,f111,f121,f131,f141,f151,f161,f171,f180,f191,C0
f00,f11,f21,f31,f40,f50,f60,f71,f81,f90,f101,f110,f121,f131,f141,f151,f161,f170,f181,f191,C0
f00,f10,f21,f31,f40,f50,f60,f70,f81,f90,f100,f111,f120,f131,f141,f151,f161,f171,f181,f191,C0
f00,f10,f20,f30,f40,f51,f60,f71,f81,f90,f100,f111,f121,f130,f141,f150,f161,f170,f181,f191,C0
f01,f10,f21,f31,f40,f51,f60,f71,f80,f90,f100,f111,f120,f130,f141,f150,f161,f170,f181,f191,C0
f00,f11,f21,f30,f41,f50,f60,f71,f80,f90,f101,f111,f121,f130,f141,f150,f161,f170,f181,f191,C0
f00,f10,f21,f30,f40,f51,f60,f71,f81,f90,f100,f111,f121,f131,f141,f151,f161,f170,f181,f191,C0
f01,f11,f20,f31,f40,f50,f61,f71,f81,f90,f100,f110,f121,f131,f141,f150,f161,f170,f180,f191,C0
f00,f11,f21,f30,f40,f50,f61,f71,f81,f91,f100,f111,f121,f131,f141,f150,f160,f170,f181,f191,C0
f01,f11,f21,f30,f40,f51,f60,f71,f81,f90,f101,f111,f121,f131,f141,f151,f161,f170,f181,f191,C0
f00,f10,f21,f31,f40,f50,f61,f71,f81,f90,f100,f111,f121,f130,f140,f151,f161,f171,f181,f191,C0
f00,f11,f21,f30,f40,f50,f60,f71,f81,f91,f100,f110,f121,f131,f141,f150,f161,f170,f181,f191,C0
f00,f10,f21,f31,f41,f50,f60,f71,f80,f90,f101,f111,f121,f131,f141,f151,f161,f171,f181,f191,C0
f00,f10,f21,f30,f40,f50,f61,f71,f81,f91,f100,f111,f121,f130,f140,f151,f161,f170,f181,f191,C0
f00,f11,f20,f30,f40,f50,f60,f71,f81,f90,f100,f111,f121,f130,f141,f151,f161,f171,f181,f191,C0
f00,f11,f21,f31,f40,f50,f61,f71,f81,f91,f100,f111,f120,f130,f141,f151,f161,f171,f181,f191,C0
f01,f10,f21,f31,f40,f51,f60,f71,f81,f91,f100,f111,f121,f131,f141,f150,f161,f170,f181,f191,C0
f00,f10,f21,f31,f40,f51,f61,f71,f81,f91,f100,f111,f121,f131,f141,f150,f161,f171,f181,f191,C0
f00,f11,f21,f30,f40,f50,f60,f71,f81,f90,f101,f111,f121,f131,f141,f150,f161,f171,f181,f191,C0
f01,f11,f21,f30,f40,f50,f60,f71,f81,f91,f100,f111,f120,f131,f141,f150,f161,f170,f181,f191,C0
f00,f11,f20,f31,f41,f51,f60,f71,f81,f90,f100,f111,f121,f131,f141,f151,f161,f170,f181,f191,C0
f01,f11,f21,f31,f40,f50,f60,f71,f81,f91,f100,f111,f121,f131,f141,f150,f161,f170,f181,f191,C0
f00,f11,f20,f30,f40,f50,f60,f71,f80,f90,f100,f111,f121,f131,f141,f150,f161,f170,f180,f191,C0
f00,f10,f21,f31,f40,f50,f60,f71,f81,f90,f101,f111,f121,f131,f141,f150,f161,f170,f181,f191,C0
f00,f11,f21,f31,f40,f50,f60,f71,f81,f90,f101,f111,f121,f131,f141,f150,f161,f170,f181,f191,C0
f00,f10,f21,f30,f40,f50,f60,f71,f81,f90,f100,f111,f121,f130,f141,f150,f161,f171,f181,f191,C0
f00,f10,f21,f31,f40,f50,f60,f71,f80,f91,f101,f111,f121,f131,f141,f151,f161,f170,f181,f191,C0
f00,f11,f20,f30,f40,f51,f61,f71,f81,f90,f100,f111,f121,f131,f141,f150,f161,f170,f181,f191,C0
f00,f10,f21,f31,f40,f51,f61,f71,f81,f90,f100,f111,f121,f131,f141,f151,f161,f170,f180,f191,C0
f00,f10,f21,f30,f40,f51,f60,f71,f80,f90,f100,f111,f121,f131,f141,f151,f161,f171,f181,f191,C0
f01,f10,f21,f31,f40,f51,f60,f71,f81,f91,f100,f110,f121,f130,f141,f151,f161,f170,f181,f191,C0
f01,f10,f21,f30,f40,f50,f60,f71,f81,f91,f100,f111,f121,f131,f141,f151,f161,f170,f181,f191,C0
f00,f11,f21,f31,f40,f51,f60,f71,f81,f90,f100,f111,f120,f131,f141,f150,f161,f170,f181,f191,C0
f01,f10,f21,f31,f40,f51,f60,f71,f81,f90,f100,f111,f121,f131,f141,f151,f161,f170,f181,f191,C0
f00,f11,f21,f30,f41,f51,f60,f71,f81,f90,f101,f111,f121,f131,f141,f150,f161,f170,f180,f191,C0
f00,f11,f21,f30,f40,f50,f61,f71,f81,f91,f100,f111,f121,f130,f141,f150,f160,f170,f181,f191,C0
f01,f10,f21,f31,f41,f51,f60,f71,f80,f91,f100,f111,f121,f130,f141,f150,f161,f171,f180,f191,C0
f00,f10,f21,f30,f40,f50,f60,f71,f81,f91,f101,f110,f121,f131,f141,f150,f160,f170,f180,f191,C0
f01,f10,f21,f30,f40,f50,f60,f71,f81,f90,f100,f111,f121,f131,f141,f150,f161,f170,f180,f191,C0
f01,f10,f21,f30,f40,f51,f60,f71,f81,f90,f100,f111,f121,f131,f141,f151,f161,f170,f180,f191,C0
f01,f11,f21,f31,f40,f50,f60,f71,f81,f90,f100,f111,f121,f131,f141,f151,f160,f170,f180,f191,C0
f01,f10,f21,f31,f40,f50,f61,f71,f81,f90,f100,f111,f121,f130,f140,f150,f161,f170,f180,f191,C0
f00,f10,f21,f31,f40,f50,f61,f71,f81,f90,f100,f111,f121,f131,f141,f150,f161,f171,f181,f191,C0
f00,f11,f21,f31,f40,f50,f61,f71,f81,f90,f100,f111,f121,f130,f141,f150,f161,f170,f181,f191,C0
f00,f11,f21,f30,f40,f51,f60,f71,f81,f91,f100,f111,f121,f131,f141,f151,f161,f170,f181,f191,C0
f01,f11,f21,f30,f40,f51,f60,f70,f81,f91,f100,f110,f121,f131,f140,f150,f161,f171,f181,f191,C0
f00,f10,f21,f30,f40,f51,f60,f71,f81,f90,f101,f111,f121,f130,f140,f151,f161,f170,f181,f191,C0
f00,f10,f21,f31,f40,f50,f61,f71,f81,f90,f100,f111,f121,f131,f141,f150,f161,f171,f181,f191,C0
f00,f10,f21,f30,f40,f51,f60,f71,f81,f90,f100,f111,f121,f130,f141,f150,f161,f170,f180,f191,C0
f00,f10,f20,f31,f40,f50,f60,f71,f81,f90,f100,f111,f121,f131,f141,f151,f161,f171,f181,f191,C0
f01,f10,f21,f31,f41,f51,f60,f71,f81,f90,f100,f111,f121,f130,f141,f151,f161,f171,f181,f191,C0
f00,f11,f20,f30,f40,f50,f60,f70,f81,f91,f101,f111,f120,f130,f141,f151,f161,f170,f180,f191,C0
f01,f11,f21,f31,f40,f50,f60,f70,f80,f91,f101,f111,f121,f131,f141,f150,f161,f170,f181,f191,C0
f00,f10,f20,f31,f40,f50,f60,f71,f81,f91,f100,f111,f121,f130,f141,f151,f161,f171,f181,f191,C0
f00,f11,f21,f31,f40,f51,f61,f71,f80,f91,f100,f111,f121,f131,f140,f151,f161,f170,f181,f191,C0
f00,f10,f20,f31,f40,f51,f61,f71,f81,f91,f100,f111,f120,f130,f141,f150,f161,f170,f180,f191,C0
f00,f10,f21,f30,f40,f50,f60,f70,f81,f91,f100,f111,f121,f131,f141,f151,f161,f171,f181,f191,C0
f00,f11,f21,f30,f41,f51,f60,f70,f81,f91,f100,f111,f121,f131,f140,f151,f161,f170,f181,f191,C0
f00,f11,f21,f30,f41,f51,f61,f71,f81,f91,f100,f111,f121,f131,f141,f150,f161,f170,f181,f191,C0
f00,f11,f21,f30,f41,f50,f60,f71,f81,f90,f101,f111,f121,f130,f141,f150,f161,f170,f180,f191,C0
f00,f11,f20,f31,f40,f50,f60,f71,f81,f90,f100,f111,f121,f131,f141,f150,f161,f170,f181,f191,C0
f00,f11,f20,f31,f40,f51,f60,f71,f81,f90,f100,f111,f121,f131,f141,f151,f161,f170,f181,f191,C0
f00,f11,f20,f30,f40,f51,f60,f70,f81,f90,f100,f111,f121,f131,f141,f151,f161,f170,f180,f191,C0
f00,f10,f20,f31,f40,f50,f60,f71,f80,f91,f101,f111,f121,f131,f141,f150,f161,f170,f181,f191,C0
f00,f10,f21,f31,f40,f50,f60,f70,f81,f91,f100,f111,f121,f131,f141,f151,f161,f171,f181,f191,C0
f01,f10,f21,f31,f40,f50,f60,f71,f81,f90,f100,f111,f120,f131,f140,f151,f161,f171,f181,f191,C0
f00,f11,f20,f31,f40,f51,f60,f71,f80,f90,f101,f111,f121,f131,f141,f150,f161,f170,f181,f191,C0
f01,f10,f21,f31,f40,f50,f60,f71,f81,f91,f100,f111,f121,f131,f140,f150,f161,f170,f181,f191,C0
f00,f11,f20,f31,f41,f51,f60,f71,f81,f90,f100,f111,f121,f131,f141,f150,f161,f170,f181,f191,C0
f00,f11,f21,f30,f40,f50,f60,f71,f81,f90,f100,f111,f121,f131,f141,f150,f161,f171,f181,f191,C0
f01,f10,f21,f31,f40,f50,f61,f71,f81,f90,f100,f111,f120,f131,f141,f151,f161,f170,f180,f191,C0
f01,f10,f21,f31,f40,f50,f60,f71,f81,f90,f100,f111,f121,f131,f141,f151,f161,f171,f181,f191,C0
f01,f11,f21,f30,f40,f51,f60,f71,f80,f91,f100,f111,f121,f131,f141,f150,f161,f170,f181,f191,C0
f01,f10,f21,f31,f41,f50,f60,f71,f81,f91,f100,f111,f121,f131,f141,f150,f161,f170,f181,f191,C0
f00,f10,f21,f31,f40,f51,f60,f71,f81,f90,f100,f111,f121,f131,f141,f151,f161,f170,f180,f191,C0
f00,f10,f21,f30,f41,f50,f60,f70,f81,f90,f100,f111,f121,f131,f141,f150,f161,f171,f181,f191,C0
f00,f10,f20,f31,f40,f50,f60,f70,f81,f91,f100,f111,f121,f131,f141,f150,f161,f170,f181,f191,C0
f00,f11,f21,f31,f41,f50,f60,f71,f81,f90,f100,f111,f121,f130,f141,f150,f161,f170,f181,f191,C0
f00,f11,f21,f31,f41,f50,f61,f71,f81,f90,f101,f111,f121,f130,f140,f150,f161,f170,f181,f191,C0
f00,f11,f21,f30,f40,f51,f60,f71,f81,f90,f100,f111,f121,f130,f141,f150,f161,f170,f181,f191,C0
f01,f11,f21,f31,f40,f51,f61,f71,f81,f91,f100,f111,f121,f131,f141,f150,f161,f170,f181,f191,C0
f00,f10,f21,f31,f41,f50,f60,f71,f81,f90,f100,f111,f121,f131,f141,f150,f161,f170,f180,f191,C0
f00,f10,f21,f31,f40,f51,f61,f71,f80,f90,f100,f111,f121,f130,f141,f150,f161,f170,f180,f191,C0
f00,f11,f21,f30,f40,f50,f61,f71,f81,f91,f101,f110,f121,f131,f141,f150,f161,f170,f180,f191,C0
f00,f11,f21,f31,f40,f51,f60,f71,f81,f90,f100,f111,f121,f130,f141,f151,f161,f170,f181,f191,C0
f01,f10,f20,f30,f40,f50,f60,f71,f81,f90,f100,f110,f121,f131,f141,f151,f161,f170,f180,f191,C0
f00,f11,f21,f30,f40,f50,f61,f71,f80,f90,f100,f111,f121,f131,f141,f150,f161,f170,f181,f191,C0
f00,f10,f21,f31,f40,f51,f61,f71,f81,f91,f100,f111,f121,f130,f141,f150,f161,f170,f181,f191,C0
f01,f11,f21,f31,f40,f51,f60,f71,f81,f90,f100,f111,f121,f131,f140,f151,f160,f170,f181,f191,C0
f00,f11,f20,f30,f40,f50,f60,f70,f81,f90,f100,f111,f121,f131,f140,f150,f161,f170,f181,f191,C0
f00,f10,f21,f31,f40,f51,f61,f71,f81,f91,f100,f110,f121,f131,f141,f150,f161,f171,f181,f191,C0
f00,f11,f21,f30,f40,f51,f60,f71,f81,f90,f100,f111,f120,f131,f141,f150,f161,f170,f181,f191,C0
f00,f10,f21,f31,f41,f50,f60,f71,f81,f91,f101,f111,f121,f130,f141,f151,f161,f170,f180,f191,C0
f01,f10,f20,f31,f40,f51,f60,f71,f81,f91,f100,f110,f121,f131,f141,f150,f161,f170,f181,f191,C0
f01,f11,f21,f30,f41,f51,f60,f71,f81,f90,f100,f111,f121,f131,f141,f151,f161,f170,f181,f191,C0
f00,f11,f21,f31,f40,f50,f60,f70,f81,f90,f100,f111,f121,f131,f141,f150,f161,f170,f181,f191,C0
f00,f10,f20,f31,f40,f50,f60,f71,f81,f91,f100,f110,f121,f131,f141,f151,f161,f171,f181,f191,C0
f00,f10,f21,f31,f40,f51,f60,f71,f81,f90,f100,f111,f121,f130,f140,f151,f161,f170,f181,f191,C0
