f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,class
f01,?,f21,f31,f40,f50,f61,f71,0.4764,0.1406,0.738,1.2378,1.6304,1.3014,0.785,2.6851,f161,f170,f181,C1
f01,f10,f21,f31,f40,f50,f60,f70,1.0914,0.8604,0.486,0.6215,1.9261,0.1603,1.4488,1.0832,f160,f170,f181,C1
f00,?,f20,f31,f40,f50,f60,f71,0.27,0.5921,1.1788,0.7304,0.5492,4.3167,0.3423,0.8679,f160,f170,f180,C1
f01,f10,f20,f30,f40,f51,f60,f71,1.5633,0.7537,0.4591,0.539,1.0411,5.6,0.3553,0.3833,f160,f170,f180,C1
?,f10,f20,f31,f40,f50,f61,f70,1.3864,0.5496,0.2095,1.049,1.01,0.039,0.2995,0.2192,f161,f170,f180,C1
f01,f10,f20,f31,f40,f51,f61,f71,0.355,1.4285,0.0801,0.4755,0.3638,0.9991,1.6321,0.6583,f161,f171,f180,C1
f00,f10,f21,f31,f41,f50,f60,f71,?,0.5171,1.1474,0.0621,2.0596,1.6685,0.6442,2.7069,f161,f171,f181,C1
?,f10,f20,f31,f40,f50,f61,f71,1.7251,0.2074,0.5244,0.7518,2.5974,4.7985,0.1827,0.9998,f161,f171,f181,C1
f01,f10,f20,f30,f40,f51,?,f71,1.0405,1.5765,1.1213,0.3214,2.2274,1.7496,1.493,2.6845,f160,f170,f181,C1
f01,f10,f20,f31,f40,f50,?,f71,0.0824,0.3186,0.1701,0.4813,0.1092,6.2236,1.5119,3.0847,f161,f171,f181,C1
f01,f10,f20,f31,f40,f51,f60,f71,0.239,0.0492,0.1716,1.2005,1.1306,6.3701,1.1904,1.5297,f161,f170,f181,C1
f01,f10,f20,f30,f40,f50,f61,f70,?,0.0697,0.316,0.047,0.0714,0.9889,0.826,1.7913,f161,f170,f180,C1
f01,f10,f20,f30,f40,f51,f61,f71,0.2816,0.254,1.1059,1.096,1.1497,6.4311,1.5053,1.5905,f161,f170,f180,C1
f01,f10,f21,f30,f40,f50,f61,f71,0.1554,0.9986,1.0579,0.1796,0.8674,6.3477,1.4499,0.3818,f161,f171,f181,C1
f01,f10,f21,f31,f40,f50,f61,f70,1.0891,0.4546,0.1766,1.159,0.617,6.76,0.482,2.253,f161,f170,f181,C1
f01,?,f20,f31,f40,f50,f60,f70,0.9029,0.672,0.268,0.4955,1.6163,4.0666,1.3153,2.2929,f160,f171,f181,C1
?,f10,f20,f30,f41,f50,f61,f71,0.4305,1.4093,1.1506,0.3497,1.4888,4.2545,?,2.1387,f161,f170,f181,C1
f01,f10,f21,f31,f40,f51,?,f71,0.8575,0.5113,1.0965,0.5492,2.4272,1.2715,0.9456,0.3733,f160,f170,f181,C1
f00,f10,f20,f31,f40,f50,f60,f70,0.4679,0.7441,0.1123,0.763,1.8835,3.7197,1.2979,0.5488,f160,f171,f181,C1
f01,f10,f20,f31,f41,f50,f60,f70,1.433,0.9049,0.7409,?,0.6827,3.0504,0.3251,2.2974,f161,f171,f181,C1
f01,f10,f20,f31,f40,f50,f61,f71,0.5532,1.3931,0.7575,1.1039,1.0012,1.3177,1.3234,?,f161,f171,f181,C1
f01,f10,?,f31,f41,f50,f61,f70,1.1153,?,0.935,1.0248,0.2681,?,0.9981,2.6551,f160,f170,f180,C1
f01,f11,f20,?,f40,f51,f61,f71,0.3056,1.0764,0.8076,0.5265,0.9237,5.1735,1.3195,1.5786,f160,f170,f180,C1
f01,f10,f20,f31,f40,f50,f61,f71,1.6265,1.8765,1.0776,1.1177,1.5903,0.6018,0.2624,0.0759,f160,f171,f181,C1
f01,f10,f20,f30,f41,f50,f60,f71,1.0192,0.7401,1.2239,1.0037,1.6644,6.4703,0.4472,1.6378,f161,f170,f180,C1
f01,f10,f20,f30,f40,f51,f60,f71,1.4243,1.0598,1.0178,0.2336,1.5551,3.2677,1.0721,1.5143,f160,f171,f181,C1
f01,f10,f20,f30,f41,f50,f60,f70,0.0001,1.3766,0.5365,1.2276,2.5147,3.4721,0.1425,0.2467,f161,f170,f181,C1
f01,f10,f21,f30,f41,f50,f61,f71,1.5505,1.0941,0.6096,1.0791,1.732,3.7393,0.1158,1.1475,f160,f170,f180,C1
f01,f10,f20,f30,f40,f51,f60,f71,0.1265,1.2888,1.337,0.209,1.2568,?,1.5142,?,f160,f171,f181,C1
?,f10,f21,f30,f41,f50,f61,f70,1.6453,1.5807,0.0199,0.1769,1.7972,4.2409,0.6766,1.2457,f160,f170,f180,C1
f01,f10,f20,f31,f40,f51,f60,f70,0.7133,1.4574,1.0768,1.2296,1.8512,5.517,1.1552,3.0406,f161,f171,f181,C1
f01,f10,f20,f30,f40,f51,f60,f71,0.8604,1.0802,0.6103,0.2322,1.0893,0.0747,1.5725,0.4333,f161,f171,f180,C1
f01,f10,f20,f31,?,f50,f61,f71,0.4043,1.0203,1.136,0.4873,0.1905,1.6734,0.4797,0.3856,f161,f170,f181,C1
f01,f10,f20,f31,f41,f51,f60,f71,1.1785,0.4854,0.5769,0.5358,0.7429,4.139,0.9066,2.5749,f161,f170,f180,C1
f01,f10,f21,f30,f40,f50,f61,f70,0.6048,1.5885,0.3396,0.3343,1.9974,4.6717,0.756,1.375,f161,f171,f180,C1
f01,f10,f21,f31,f41,f50,f61,f70,?,0.1917,1.0104,1.0284,0.2945,1.1837,?,2.4211,f161,f171,f181,C1
f01,f10,f20,f31,f40,f50,f61,f70,1.6955,0.8893,1.1771,1.0481,2.4803,6.1954,0.0133,0.4775,f161,f170,f180,C1
f01,f10,f20,f31,?,f50,f60,f70,0.2175,0.7994,1.2104,0.444,1.6098,6.2261,0.8111,3.1778,f161,f171,f181,C1
f01,f10,f20,?,f40,f51,f61,f71,0.9377,0.252,0.0161,1.1245,0.8375,2.6641,0.8136,2.4713,f160,f170,f181,C1
f01,f11,f20,f31,f40,f50,f61,f71,0.6796,0.4278,?,0.0746,1.43,2.4385,0.7613,0.169,f161,f171,f181,C1
f01,f10,f20,f31,f40,f51,?,f71,1.1206,0.9329,0.3919,0.717,1.0272,4.9021,1.3191,1.0823,f160,f170,f180,C1
f01,f10,f20,f31,f40,f50,f60,f71,0.027,1.2781,1.1061,?,2.2538,5.4383,1.1523,1.4329,f161,f171,f180,C1
f01,f10,f21,f31,f40,f50,f60,f71,0.7894,1.0542,0.8354,0.0188,0.8783,1.3226,0.8514,2.6137,f161,f170,f180,C1
f01,f10,f20,f30,f40,f50,?,f71,0.4842,1.7459,1.1951,0.6737,0.1571,2.7389,1.0547,1.6058,f161,f170,f181,C1
f01,f10,f20,f30,f40,f50,f60,f70,0.5178,1.7701,0.6341,0.4547,0.5613,0.1751,1.1426,2.4719,f160,f171,f180,C1
f01,f10,f20,f31,f40,f50,?,f71,1.1197,0.2686,0.3176,0.4743,1.7854,5.5477,1.4852,0.0072,f161,f171,f180,C1
f01,f11,f20,f31,f40,f50,f61,f71,0.9494,0.7053,0.149,0.9866,1.6303,5.862,0.2585,1.2516,f161,f171,f180,C1
f01,f11,f20,f31,f40,f51,f60,f71,1.1471,0.6214,0.8602,0.0389,1.4867,5.1117,0.8388,2.9291,f160,f171,f181,C1
f01,f10,f20,f31,f40,f50,f60,f71,1.111,0.0125,1.2888,0.7177,0.6723,0.2513,1.2349,0.7753,f160,f170,f180,C1
f01,f11,f21,f30,f41,f50,f61,f71,1.0014,0.1749,1.1785,0.5577,0.0582,3.9158,1.6557,1.0774,f161,f171,f180,C1
f01,f10,f20,f31,f41,?,f60,f70,1.1679,1.3878,0.332,0.227,0.1876,2.8152,?,0.7629,f160,f170,f181,C1
f01,f10,?,f31,f41,f51,f61,f71,0.7391,1.631,1.1885,0.0492,0.7576,4.7585,0.7042,0.5215,f161,f170,f180,C1
f01,f10,f21,f31,f40,f51,f61,f71,1.6995,0.9427,0.7069,0.0095,2.2291,4.5073,1.598,0.4931,f161,f170,f181,C1
f01,f10,f20,f31,f41,f50,f61,f71,1.698,0.3537,0.0371,?,0.7078,2.938,0.0196,2.3056,f161,f170,f180,C1
f01,f10,f21,f31,f40,f51,f60,f71,0.0939,0.6282,1.1474,0.4021,0.6226,5.5893,0.383,2.4127,f161,f170,f181,C1
f01,f10,f20,f31,f40,f50,f60,f71,1.5221,1.065,0.8266,1.2049,1.602,1.9869,0.2198,1.8535,f160,f171,f181,C1
f01,f11,f21,f31,f40,f50,f61,f70,0.2022,0.2197,1.043,0.2833,1.3014,3.4536,0.0831,0.7395,f161,f170,f181,C1
f01,f10,f20,f31,f40,f50,f61,f71,1.3918,0.9485,1.2382,?,2.2441,0.6384,1.4372,2.2631,f161,f171,f181,C1
f01,f10,f20,f31,f40,f50,f61,?,0.5043,0.4725,0.4932,0.1084,0.4095,3.2176,0.962,1.1487,f160,f170,f181,C1
f01,f10,f20,f31,f41,f51,f61,f71,1.1626,0.6362,1.3321,0.4048,1.4075,2.7953,0.7129,1.0244,f160,f170,f180,C1
f01,f10,f20,f31,f40,f50,f61,f71,0.6951,0.0453,1.1253,0.8809,2.4971,6.3,?,2.2017,f160,f170,f180,C1
f01,f10,f21,f30,f40,f51,f60,f71,0.0821,0.2465,0.6229,1.2153,2.0279,3.6884,1.5593,0.6309,f161,f171,f180,C1
f01,f11,f20,f30,f41,f50,f60,f71,0.172,0.3532,1.253,1.2641,1.0169,5.3253,0.2079,2.2795,f161,f171,f181,C1
f01,f10,f20,f31,?,f50,f61,f71,0.5665,1.8627,0.6564,0.0035,1.7489,?,0.8803,1.0074,f160,f170,f180,C1
f01,f10,f21,f30,f40,f51,f61,f70,0.7715,0.2232,1.2722,0.1117,0.2049,6.817,0.7384,2.3786,f161,f170,f181,C1
f01,f10,f20,f31,f40,f50,f60,f71,0.3099,0.2328,0.7097,0.5677,1.086,4.4702,1.351,3.1438,f161,f171,f180,C1
f01,f10,f20,f31,f41,f51,f60,f71,0.269,0.7684,?,0.6682,1.7085,2.3368,0.0913,0.0836,f160,f170,f180,C1
f01,f10,f20,f31,f40,f50,f60,f70,?,0.09,0.7576,0.5633,0.0394,1.9007,1.6382,2.751,f160,f171,f181,C1
f01,f10,f20,f31,f40,f50,f61,f70,0.9981,?,0.1073,1.2711,0.4963,5.1512,1.3137,3.108,f161,f171,f181,C1
f01,f10,f20,f31,f40,f51,f60,f70,1.3736,0.3372,0.9728,0.2098,1.6619,5.5773,1.3443,2.9355,f161,f170,f181,C1
f01,f10,f20,f31,f40,f50,f61,f70,1.4119,0.2409,0.9639,?,1.2378,2.3313,1.0539,2.8289,f161,f171,f181,C1
f01,?,f20,f31,f40,f50,f61,f70,0.3816,0.3448,1.3275,1.0332,1.0235,2.9673,0.2302,1.4558,f160,f170,f180,C1
f01,f11,f20,f31,f41,f50,f61,f70,0.6246,1.6958,1.2427,1.3282,0.6186,6.863,0.7483,0.3322,f161,f170,f181,C1
f01,f11,f20,f31,f40,f50,f61,?,?,1.7011,0.9939,1.2281,0.8768,3.8378,1.515,2.1869,f161,f171,f181,C1
f01,f10,f21,f30,f40,f50,f61,f70,1.1688,0.4634,0.4293,0.399,?,5.9165,1.4668,2.1061,f161,f170,f180,C1
f01,f11,f20,f31,f40,f50,f60,f70,0.0004,0.2663,1.1169,0.388,0.4521,4.8591,0.3046,2.6794,f161,f171,f180,C1
f01,f10,f20,f30,f40,f50,f61,f71,0.6777,0.1309,0.958,0.0711,0.7443,5.639,0.3151,?,f161,f170,f181,C1
f00,f10,?,f30,f40,f50,f61,f71,0.2057,0.8646,0.7685,0.7143,?,3.5953,1.465,1.4071,f160,f170,f181,C1
f01,f10,f20,f31,f41,f50,f60,f70,0.889,0.1447,0.0008,1.3104,0.3864,5.2206,0.7108,3.2037,f161,f171,f181,C1
f01,f10,f21,f30,f40,f50,f61,f71,1.1751,0.2816,0.671,1.3332,1.3203,3.0411,0.5609,1.6507,f161,f171,f180,C1
f01,f10,f20,f30,f41,f50,f60,f70,1.272,0.3831,0.0676,1.2077,2.3788,3.0096,1.0025,3.1173,f161,f171,f181,C1
f01,f10,f20,f31,f40,f50,f60,f71,0.0431,1.0085,1.2151,1.1565,2.1458,6.1678,1.6126,0.6662,f160,f170,f180,C1
f01,f10,f21,?,f40,f50,f61,f71,1.6761,1.3446,0.9847,0.1242,0.1037,1.4688,0.3232,1.2298,f161,f170,f181,C1
f01,f10,f20,f31,?,f51,f61,f71,0.7265,0.8453,0.2767,0.8862,2.5318,1.0776,0.6534,2.5304,f161,f170,f181,C1
f01,f11,f20,f31,f41,f50,f60,f70,1.6009,0.7913,1.1849,?,0.5943,0.636,0.957,1.8331,f161,f171,f180,C1
f01,f10,f20,f31,f41,f50,f60,f71,0.5036,1.2523,0.3942,0.4824,2.172,4.5259,1.3636,?,f160,f170,f180,C1
f01,f10,f21,f31,f40,?,f60,f70,1.6448,1.0258,?,0.6677,0.0072,4.2988,1.3375,1.7256,f160,f170,f181,C1
f01,f10,f21,f31,f40,f51,f60,f71,1.446,0.9612,0.134,1.0122,2.3159,1.8411,1.6486,0.885,f160,f170,f180,C1
f01,f10,f20,f31,f41,f50,f60,f70,0.1826,1.0616,0.5386,1.0526,0.1017,5.5988,1.1663,0.2321,f161,f171,f180,C1
f01,f10,f20,f31,f41,f50,f61,f70,0.7769,0.0114,0.9686,0.2568,1.1139,5.1245,0.5342,1.5529,f160,f171,f180,C1
f01,f10,f21,f31,f40,f50,f61,f70,1.5409,1.3923,0.3947,0.797,1.766,?,0.7561,0.2714,f160,f170,f180,C1
f01,f10,f20,f30,f40,f51,f61,f71,0.372,1.4188,0.7343,1.1879,1.7823,4.5195,1.1697,1.9341,f160,f170,f180,C1
f01,f10,f21,f31,f40,f51,f61,f71,1.0394,0.69,0.9045,0.0742,0.2521,0.251,0.5579,3.2254,f161,f171,f181,C1
f01,f10,f21,f31,f40,f50,f61,f71,1.7143,1.4872,0.5687,0.7951,0.3838,0.564,?,1.3675,f161,f170,f181,C1
f01,f10,?,f31,f41,f50,f60,f71,1.4243,1.4397,0.6248,1.1371,2.4668,2.34,1.6283,1.8585,f161,f171,f181,C1
f01,f10,f21,f30,f41,f50,f60,f71,0.8452,1.7937,1.0009,1.0821,0.9174,0.073,0.0746,0.5727,f161,f171,f180,C1
f01,f10,f20,f31,f40,f50,f61,f70,0.5617,1.4298,0.9541,0.0592,?,3.7294,0.8992,1.0148,f161,f171,f181,C1
f01,f10,f20,f31,f40,f50,f60,f70,0.9257,0.8158,0.2307,0.4568,0.2032,4.1799,0.9458,1.8752,f160,f170,f180,C1
f01,f10,f20,f31,?,f50,f60,f71,0.7789,0.1069,0.9132,1.2483,2.2099,5.689,1.0355,1.0849,f161,f171,f181,C1
f01,f10,f20,f31,f40,f50,f61,f71,1.2011,1.6058,0.5054,0.3837,0.3896,4.8637,0.8076,1.1862,f161,f171,f181,C1
f01,f10,f21,f31,f40,f50,f60,f71,1.4371,1.2931,0.8066,0.7943,1.9459,1.8268,0.3022,1.3376,f160,f171,f180,C1
f01,f10,?,f31,f41,f51,f60,f71,1.5725,0.5087,0.7731,1.2648,2.3608,0.7464,1.2018,3.2164,f160,f170,f180,C1
f01,f10,f20,f31,f40,f50,f61,f70,1.0431,0.9228,1.2056,0.4019,0.676,4.4176,0.973,0.4608,f160,f170,f180,C1
f01,f10,f21,f30,f41,f51,f61,f71,0.8355,1.628,0.0257,0.9717,0.5794,6.9181,1.5083,1.7999,f161,f171,f180,C1
f01,f10,f20,f30,f40,f50,f60,f71,0.3894,1.217,0.3888,0.0063,0.5452,5.369,0.5648,0.3652,f160,f170,f180,C1
f01,f10,f21,f31,f40,f50,f60,f71,0.328,0.4279,0.5872,1.211,0.2004,5.0983,0.0843,0.7374,f160,f171,f181,C1
f01,f10,f21,f31,f40,f50,f60,f71,0.7083,0.7072,0.8693,0.5619,0.8975,4.5667,0.5233,0.7107,f160,f170,f180,C1
f01,f10,f20,f31,f40,f50,f61,f70,1.1138,1.9111,1.3341,1.1129,1.6309,3.1601,0.1322,0.2475,f161,f170,f181,C1
f01,f10,f20,f31,f40,f50,f61,f71,1.494,0.7444,0.5407,0.9307,2.6008,4.722,0.1039,?,f161,f171,f181,C1
f01,?,f20,f31,f40,f51,f61,f71,1.2798,0.4695,0.8803,1.3374,?,1.9249,0.2719,3.062,f160,f170,f181,C1
f01,f10,f20,f31,f40,f51,f61,f70,1.7268,1.7963,0.7652,0.4353,0.9956,5.1048,0.9311,0.8467,f161,f171,f181,C1
f01,f10,f20,f30,f40,f51,f61,f70,?,0.8534,0.9589,0.8789,1.7544,4.9665,0.6973,2.5371,f160,f171,f181,C1
f01,f10,f20,f31,f40,f51,f60,f71,0.2367,1.6353,1.1899,0.1863,0.7041,1.6705,0.2752,0.6142,f160,f170,f181,C1
f01,f10,f21,f31,f40,f50,f61,f70,0.317,0.4227,0.9301,1.0696,1.9634,0.2917,1.3302,1.9055,f161,f171,f181,C1
f01,f10,f21,f30,f40,f50,f61,f71,?,0.7294,0.6715,0.4301,1.1391,0.6989,0.9562,0.8237,f160,f170,f180,C1
f01,f10,f21,f31,f40,f50,f61,f71,0.4057,1.6312,0.1655,0.0335,0.5946,4.5683,1.6478,3.1629,f160,f171,f181,C1
f01,f10,f20,f30,f40,f51,f60,f71,0.8888,0.7217,0.5525,0.4044,1.1347,6.5086,0.4419,2.3689,f161,f171,f181,C1
f01,f11,f20,f31,f40,f50,f60,f70,0.9239,0.9765,1.2668,0.7489,0.222,3.5908,0.2218,1.2599,f160,f170,f180,C1
f01,f10,f21,f31,f40,?,f61,f71,0.3784,1.1069,0.9557,1.04,1.5619,1.5765,1.325,0.4266,f160,f171,f181,C1
f01,f10,?,f31,f40,f51,f61,f71,?,0.3703,0.4998,0.386,1.354,3.5632,1.4103,3.0241,f161,f170,f180,C1
f01,f10,f21,f31,f40,f50,f60,f70,1.2085,1.1936,0.4109,0.182,?,6.7115,1.105,2.6955,f161,f170,f181,C1
f01,f11,f20,f31,f40,f50,f60,f71,0.8209,0.5118,1.0153,0.1904,0.2246,5.079,0.845,1.4018,f161,f171,f181,C1
f01,f10,f21,f31,f40,f50,f61,f71,1.7389,0.8409,1.3308,0.7369,2.2491,4.2316,0.1585,3.0718,f161,f171,f181,C1
f01,f10,f21,f31,f40,f50,f61,f71,0.9077,1.1364,0.4874,0.6308,2.3422,2.9752,1.169,?,f161,f171,f181,C1
f01,f10,f20,f31,f40,f51,f61,f70,1.222,0.0376,1.0982,0.5503,0.6924,3.5793,1.0288,3.1882,f160,f170,f180,C1
f01,f10,f20,f31,f40,f50,f61,f71,1.2751,1.6756,0.2598,0.2945,0.7876,0.4967,0.4678,0.1086,f160,f170,f180,C1
f01,f10,f20,f30,f41,f51,f60,f71,0.2968,1.236,?,0.4916,1.7022,0.9687,0.3616,0.2385,f160,f171,f181,C1
f01,f10,f20,f31,f40,f50,f61,f71,0.7737,1.5452,1.2422,0.3752,1.2802,5.8019,1.6487,2.9812,f160,f170,f181,C1
f01,?,f20,f31,f41,f50,f61,f70,0.4936,0.2722,0.8389,0.7795,2.2185,6.4663,0.0195,0.034,f161,f170,f180,C1
f01,f11,f20,f31,f40,f50,f61,f71,0.5472,0.6667,0.1603,0.7674,1.2856,0.2967,1.1017,0.6842,f161,f171,f181,C1
f01,f10,f20,f31,f40,?,f60,f70,1.1188,1.542,0.9854,0.9427,0.4286,3.9866,1.6195,2.6206,f160,f171,f181,C1
f01,f10,f20,f31,f40,f51,f61,f71,0.0903,1.362,0.2073,1.3673,0.9246,1.0422,0.3103,1.81,f160,f170,f180,C1
f01,f10,f21,f31,f40,f50,f60,f71,0.2072,1.5956,1.2624,1.2541,0.7961,6.9413,0.547,0.7191,f161,f170,f181,C1
f01,f10,f20,f31,f40,f51,f61,f71,0.8592,0.2601,0.025,1.1533,2.1614,?,0.5399,?,f160,f170,f180,C1
f01,f11,f20,f31,?,f50,f61,f71,1.174,1.7059,1.3336,0.2547,0.1731,6.1178,1.1415,1.2026,f160,f170,f180,C1
f01,f10,?,f31,f41,?,f61,f70,1.4823,1.307,0.4315,1.1691,2.4666,3.1336,1.0667,0.8596,f160,f170,f180,C1
f01,?,f21,f31,f41,f51,f61,f71,0.6125,0.4298,1.2678,0.5551,?,4.2861,1.0417,0.5669,f161,f171,f181,C1
f01,f11,f20,f31,f40,f50,f60,f71,1.3194,0.8748,0.8722,0.9044,2.5806,6.7925,0.7439,2.5791,f160,f171,f181,C1
f01,f10,f20,f31,f40,f50,f60,f71,0.3259,1.1631,0.9921,0.2091,1.7407,6.8982,0.8127,0.268,f160,f171,f180,C1
f00,f10,f21,f31,f40,f50,f60,f71,0.0094,0.2582,0.7857,0.8033,2.0314,1.3999,1.0308,1.3083,f161,f171,f180,C1
f01,f10,f20,f31,f40,f51,f61,f71,0.5929,0.2796,1.1076,0.172,1.5322,5.4816,0.1797,0.877,f161,f171,f181,C1
f01,f10,f21,f31,f40,f50,f61,f70,1.0957,0.277,0.1294,0.9003,1.6935,3.9291,1.1552,0.6411,f161,f170,f180,C1
f01,f10,f20,f31,f40,f50,f61,f71,1.5766,0.6256,0.5819,0.6458,1.2368,5.0238,1.3969,2.2732,f160,f170,f180,C1
f01,f10,f21,f31,f40,f50,f60,f71,0.0046,0.8512,1.1939,0.7429,0.3029,0.3184,0.296,1.9673,f160,f170,f180,C1
f01,f10,f20,f31,f41,f50,f60,f70,1.7012,0.3734,?,0.9676,0.6466,3.4088,1.493,0.7602,f160,f171,f180,C1
f01,f10,f21,f31,f40,f51,f60,f70,1.2442,1.8778,0.5768,0.4198,1.1996,5.035,1.1663,2.2074,f161,f170,f180,C1
f00,f10,f20,f30,f40,f50,f60,f71,1.1097,1.6543,0.9365,0.6563,1.2958,?,0.1462,1.5366,f161,f170,f180,C1
f01,f10,f21,f31,f40,?,f61,f71,0.0655,0.9379,0.4379,0.3025,1.591,0.7238,1.0546,1.4511,f161,f170,f180,C1
f01,f10,f20,f31,f40,f50,f61,f71,0.308,1.7405,0.599,0.8574,0.8532,1.0626,1.6481,1.5132,f161,f170,f181,C1
f01,f10,f20,f31,?,f50,f60,f71,0.2249,1.4905,0.0391,0.3075,1.6552,5.9779,1.0959,2.3473,f161,f171,f181,C1
f01,f10,f20,f31,f41,f51,f60,f71,1.6523,0.2561,0.635,1.1312,2.5031,4.2113,0.3583,1.0134,f160,f170,f180,C1
f01,f10,f20,f31,f40,f50,f60,f71,0.7312,1.1277,0.5773,0.5599,2.3289,1.4858,0.658,0.9291,f161,f170,f180,C1
f01,f10,f20,f30,f40,f50,f60,f71,1.5208,0.9909,0.4475,0.0065,2.4603,1.2445,1.6512,3.2037,f161,f170,f181,C1
f01,f11,f20,f31,f41,f50,f61,f71,0.9583,0.5069,0.7695,0.4167,2.5372,5.815,0.223,0.4769,f160,f171,f181,C1
f01,f10,f20,f31,f40,f50,f61,f71,1.3414,1.2177,0.8991,1.0859,0.704,0.3224,1.3455,3.0146,f161,f170,f180,C1
?,f10,f21,f30,f40,f51,f61,f70,1.6887,1.7806,0.5359,0.7115,0.3721,4.7569,0.7819,3.07,f160,f170,f180,C1
f01,f10,f20,f31,f40,f50,f60,f71,1.1331,0.6568,1.1105,0.4655,2.4206,1.3896,0.4508,2.8386,f161,f170,f181,C1
f01,f10,f21,f31,f40,f50,f60,f70,0.8805,0.0587,1.1663,0.2396,0.2584,2.2401,1.348,2.9598,f161,f171,f180,C1
f01,f10,f20,f31,f40,f50,f61,f71,1.6358,0.8311,0.2889,0.0477,0.5299,4.3375,0.6039,2.9977,f160,f170,f181,C1
f01,f10,f20,f31,f40,f50,f60,f71,0.3843,1.1034,0.6178,0.7483,2.2716,5.8088,1.4611,0.9992,f161,f170,f181,C1
f01,f10,f20,f31,f40,f50,f60,f70,0.557,0.7191,1.2331,0.0975,0.4882,1.5112,0.0813,2.9246,f161,f170,f181,C1
f01,f10,f20,f31,f40,f50,f60,f71,1.7477,0.9153,0.2583,0.2342,0.2354,0.1637,0.4522,1.4781,f161,f170,f181,C1
f01,f10,f21,f31,f41,f50,f61,f71,0.1772,0.0254,0.1203,0.131,0.8791,0.8944,0.2618,2.2929,f161,f171,f181,C1
f01,f10,?,f31,?,f50,f60,f71,0.9667,0.4675,0.2774,1.1196,0.2317,0.2854,1.1002,2.0616,f161,f171,f180,C1
f01,f10,f21,f30,f40,f51,f60,f71,0.749,1.9065,0.1697,0.2205,0.5557,6.1411,1.129,2.6617,f161,f171,f181,C1
f01,f10,?,f31,f40,?,f60,f71,0.0431,0.4835,0.6623,0.3482,2.2622,5.0013,0.7968,?,f161,f170,f180,C1
f01,f10,f20,f31,f40,f50,f60,f71,0.9106,0.8869,0.832,0.9518,0.8985,4.1216,?,0.2317,f161,f171,f181,C1
f01,f10,f20,f31,f40,f50,f60,f71,0.5783,1.8993,0.3967,1.1774,0.3651,6.1051,0.4903,3.0131,f160,f170,f180,C1
f01,f10,f20,f31,f40,f51,f60,f71,0.5279,1.4562,0.5232,0.3926,1.6286,1.2242,0.5137,1.0298,f161,f171,f181,C1
f01,f10,?,f30,f40,f50,f61,f71,1.1428,0.8845,0.8674,0.3179,0.8077,0.7162,1.5099,3.1329,f160,f171,f180,C1
f01,f10,f21,f31,f40,f51,f60,f71,0.2877,?,0.4716,1.0335,1.3299,5.544,1.4205,0.035,f161,f171,f181,C1
f01,f10,f20,?,f40,f51,f60,f70,0.0806,1.1272,0.2916,1.2312,1.843,2.7475,0.9463,2.7372,f161,f171,f180,C1
f01,f10,f20,f31,f40,f50,f61,f71,1.2052,0.975,0.3765,0.2369,2.3474,2.5867,0.6682,3.0869,f160,f170,f180,C1
f01,f10,f21,f31,f40,f50,f61,f71,0.1471,0.6167,1.1778,0.9012,2.4708,1.8271,1.3814,3.1136,f160,f170,f180,C1
f01,f10,f21,f31,f40,f50,f60,f70,0.2991,1.4711,1.216,0.0465,0.8084,0.05,1.2889,0.4837,f160,f170,f180,C1
f01,f10,f20,f31,?,f50,f60,f71,0.152,0.5085,0.9487,0.3495,1.3339,0.5912,1.2688,1.3054,f161,f170,f181,C1
f01,?,f20,f31,f40,?,f60,f70,1.0799,0.2824,0.0948,0.7834,0.3254,1.5355,0.0803,2.0553,f161,f170,f181,C1
f01,f10,f20,f31,f40,f50,f61,f70,1.1876,1.8597,0.4048,1.1158,0.6082,2.9891,0.2507,0.2527,f160,f170,f180,C1
f01,f10,f20,f31,f40,f51,f60,f71,?,1.1699,0.9327,1.1248,1.8499,4.6916,0.8442,0.7286,f160,f170,f180,C1
f01,f10,f20,f31,f40,f50,f60,f71,0.6043,0.1775,0.8843,0.6995,1.0579,7.0064,0.6523,1.5243,f160,f170,f180,C1
f01,f10,f20,f31,f40,f51,f60,f70,0.3408,0.8481,0.2753,0.7554,?,3.7682,1.1141,2.4037,f161,f171,f180,C1
?,f10,f21,f30,f41,f50,f60,f70,0.5544,1.4748,0.7011,0.3442,2.2923,1.4524,0.9492,2.4409,f161,f171,f180,C1
f01,f10,f20,f31,f41,f50,f61,f71,1.1903,0.1244,?,0.7389,1.9553,2.9919,0.7875,0.9791,f160,f170,f181,C1
f01,f10,f20,f31,f40,f50,f60,f71,0.6946,1.1686,0.263,1.2138,0.6229,1.1491,1.1533,2.5046,f160,f171,f181,C1
f01,f10,f21,f31,f40,f51,f61,f71,1.3279,?,1.291,0.2543,1.3995,2.4521,0.3347,3.0283,f160,f171,f181,C1
f01,f10,f20,?,f40,f50,f60,f71,0.3437,1.7198,0.7428,1.2229,2.5981,2.1062,?,0.5523,f160,f171,f180,C1
f01,f10,?,f31,f40,f50,f60,f70,1.0493,1.4582,0.399,0.1026,1.2031,6.6137,0.3484,1.9007,f161,f171,f181,C1
f01,f10,f20,f31,f40,f50,f61,f71,1.6982,0.5272,1.3004,0.4559,0.7488,5.0338,1.5349,0.5355,f161,f170,f180,C1
